depth,age_ka,d18O
163.59,3488.15,3.14
163.66,3489.77,3.05
163.71,3490.93,3.26
163.76,3492.08,3.31
163.81,3493.24,3.06
163.82,3493.47,3.17
163.86,3494.4,3.15
163.91,3495.56,3.02
163.96,3496.71,3.2
164.01,3497.87,3.26
164.02,3498.1,3.28
164.06,3499.03,3.15
164.11,3500.19,3.42
164.16,3501.34,3.19
164.21,3502.5,3.18
164.22,3502.73,3.33
164.26,3503.66,3.29
164.31,3504.81,3.21
164.36,3505.97,3.17
164.41,3507.13,3.15
164.42,3507.36,3.26
164.46,3508.29,3.38
164.51,3509.44,3.33
164.56,3510.6,3.29
164.61,3511.76,3.26
164.66,3512.92,3.39
164.71,3514.07,3.28
164.76,3515.23,3.18
164.77,3515.46,3.18
164.81,3516.39,3.41
164.83,3516.84,3.31
164.85,3517.31,3.21
164.87,3517.7,3.25
164.9,3518.55,3.27
164.94,3519.41,3.21
164.98,3520.26,3.28
165.04,3521.71,3.42
165.05,3521.97,3.3
165.09,3522.82,3.44
165.16,3524.53,3.24
165.18,3524.95,3.29
165.2,3525.39,3.41
165.24,3526.24,3.21
165.27,3527.1,3.38
165.31,3527.95,3.32
165.35,3528.81,3.26
165.38,3529.66,3.31
165.46,3531.37,3.15
165.48,3531.9,2.97
165.49,3532.22,3.23
165.53,3533.08,3.03
165.57,3533.93,3.31
165.6,3534.79,3.21
165.63,3535.37,3.21
165.64,3535.64,3.24
165.72,3537.35,3.29
165.75,3538.21,3.06
165.79,3539.06,3.14
165.83,3539.92,2.97
165.86,3540.61,3.03
165.9,3541.28,3.18
165.92,3541.65,3.13
165.94,3541.96,3.19
166.04,3543.84,3.35
166.05,3543.99,3.36
166.09,3544.82,3.34
166.15,3545.88,3.47
166.21,3546.95,3.39
166.27,3548.01,3.29
166.31,3548.78,3.53
166.33,3549.08,3.61
166.38,3550.14,3.46
166.44,3551.21,3.51
166.5,3552.27,3.3
166.54,3552.99,3.32
166.56,3553.34,3.2
166.62,3554.4,3.39
166.68,3555.47,3.32
166.73,3556.54,3.28
166.77,3557.2,3.36
166.79,3557.6,3.21
166.85,3558.67,3.4
166.91,3559.73,3.22
166.97,3560.8,3.39
167,3561.4,3.37
167.03,3561.86,3.26
167.08,3562.93,3.42
167.14,3563.94,3.33
167.18,3564.74,3.32
167.22,3565.43,3.28
167.23,3565.54,3.33
167.27,3566.34,3.21
167.31,3567.14,3.34
167.36,3567.94,3.21
167.38,3568.35,3.24
167.4,3568.74,3.31
167.45,3569.54,3.25
167.49,3570.34,3.18
167.53,3571.14,3.4
167.62,3572.74,3.26
167.66,3573.54,3.34
167.71,3574.34,3.26
167.73,3574.76,3.41
167.75,3575.14,3.26
167.8,3575.95,3.18
167.88,3577.55,3.28
167.91,3578.05,3.05
167.93,3578.35,3.27
167.97,3579.15,3.3
168.01,3579.95,3.39
168.06,3580.75,3.24
168.08,3581.16,3.32
168.1,3581.55,3.19
168.15,3582.35,3.38
168.19,3583.15,2.97
168.23,3583.95,3.24
168.25,3584.27,3.36
168.28,3584.75,3.25
168.32,3585.55,3.47
168.36,3586.35,3.2
168.41,3587.15,3.26
168.45,3587.95,3.33
168.5,3588.75,3.24
168.54,3589.55,3.17
168.58,3590.35,3.33
168.6,3590.67,3.18
168.62,3591.05,3.28
168.66,3591.69,3.29
168.69,3592.32,3.26
168.73,3592.96,3.22
168.74,3593.23,3.32
168.76,3593.59,3.16
168.79,3594.23,3.14
168.83,3594.86,3.28
168.85,3595.24,3.17
168.88,3595.72,3.08
168.94,3596.92,3.12
169.01,3598.11,2.88
169.02,3598.35,3.26
169.07,3599.31,2.77
169.14,3600.5,3.23
169.18,3601.28,2.81
169.2,3601.69,3.17
169.27,3602.89,3.22
169.33,3604.08,3.15
169.4,3605.28,3.09
169.44,3606.04,3.22
169.46,3606.47,3.19
169.53,3607.67,3.15
169.59,3608.86,3.01
169.66,3610.06,3.13
169.69,3610.61,3.38
169.73,3611.25,3.12
169.79,3612.45,3.17
169.86,3613.64,3.16
169.92,3614.84,3.24
169.95,3615.37,3.33
169.99,3616.03,3.41
170.05,3617.22,3.22
170.12,3618.42,3.18
170.17,3619.43,3.26
170.2,3619.94,3.33
170.22,3620.39,3.38
170.27,3621.22,3.34
170.28,3621.36,3.47
170.33,3622.32,3.55
170.38,3623.28,3.22
170.41,3623.78,3.58
170.44,3624.25,3.55
170.47,3624.88,3.47
170.49,3625.21,3.5
170.54,3626.18,3.48
170.59,3627.14,3.56
170.62,3627.62,3.6
170.65,3628.1,3.28
170.67,3628.54,3.53
170.7,3629.07,3.55
170.74,3629.82,3.82
170.75,3630.03,3.54
170.79,3630.7,3.42
170.8,3630.95,3.5
170.83,3631.4,3.62
170.84,3631.57,3.67
170.86,3631.87,3.55
170.87,3632.1,3.61
170.89,3632.45,3.56
170.91,3632.79,3.68
170.94,3633.32,3.64
170.96,3633.71,3.52
170.99,3634.19,3.73
171.02,3634.63,3.69
171.02,3634.72,3.52
171.04,3635.07,2.95
171.19,3637.69,3.5
171.22,3638.21,3.63
171.24,3638.56,3.52
171.29,3639.43,3.27
171.34,3640.31,3.44
171.39,3641.18,3.27
171.43,3641.79,3.22
171.44,3642.05,3.33
171.49,3642.93,3.15
171.54,3643.8,3.18
171.57,3644.32,3.32
171.59,3644.67,3.28
171.64,3645.55,2.99
171.69,3646.42,3.15
171.74,3647.29,3.2
171.79,3648.17,2.96
171.82,3648.69,3.17
171.89,3649.91,3.15
171.94,3650.79,3.06
171.99,3651.66,3.42
172.02,3652.18,3.28
172.09,3653.41,3.27
172.14,3654.28,3.33
172.19,3655.15,3.42
172.22,3655.68,3.4
172.29,3656.9,3.45
172.34,3657.77,3.38
172.39,3658.65,3.42
172.42,3659.17,3.5
172.44,3659.52,3.68
172.49,3660.39,3.3
172.54,3661.27,3.43
172.59,3662.14,3.64
172.62,3662.66,3.63
172.64,3663.01,3.48
172.69,3663.89,3.36
172.74,3664.76,3.86
172.79,3665.63,3.69
172.82,3666.16,3.57
172.84,3666.51,3.72
172.89,3667.38,3.65
172.94,3668.25,3.67
172.99,3669.13,3.51
173.02,3669.65,3.54
173.04,3670,3.93
173.09,3671.02,3.5
173.14,3672.04,3.37
173.19,3673.06,3.83
173.22,3673.67,3.61
173.24,3674.08,3.69
173.29,3675.1,3.52
173.34,3676.12,3.61
173.37,3676.73,3.55
173.39,3677.14,3.54
173.44,3678.16,3.3
173.49,3679.18,3.64
173.54,3680.2,3.32
173.59,3681.22,3.2
173.62,3681.84,3.27
173.64,3682.24,3.46
173.69,3683.27,3.1
173.74,3684.29,3.32
173.79,3685.31,3.16
173.82,3685.92,3.28
173.84,3686.33,3.17
173.89,3687.35,3.34
173.94,3688.37,3.25
173.99,3689.39,3.31
174.02,3690,3.17
174.04,3690.24,3.3
174.09,3690.84,3.23
174.14,3691.44,3.25
174.19,3692.04,3.32
174.22,3692.4,3.18
174.24,3692.63,3.51
174.29,3693.23,3.23
174.34,3693.83,3.48
174.37,3694.19,3.21
174.39,3694.43,3.12
174.44,3695.03,3.28
174.49,3695.63,3.33
174.54,3696.23,3.2
174.59,3696.83,3.15
174.64,3697.43,3.26
174.69,3698.02,3.33
174.74,3698.62,3.21
174.79,3699.22,3.41
174.89,3700.42,3.33
174.94,3701.02,3.26
174.99,3701.62,3.5
175.02,3701.98,3.34
175.04,3702.22,3.56
175.09,3702.81,3.4
175.1,3702.92,3.36
175.14,3703.41,3.42
175.14,3703.47,3.31
175.19,3704.01,3.6
175.22,3704.37,3.47
175.24,3704.61,3.42
175.29,3705.21,3.46
175.32,3705.51,3.49
175.34,3705.81,3.43
175.44,3707.01,3.55
175.57,3708.51,3.54
175.69,3710.02,3.6
175.82,3711.67,3.42
176.07,3714.98,3.56
176.19,3716.64,3.56
176.32,3718.29,3.44
176.57,3721.6,3.3
176.57,3721.62,3.38
176.69,3723.26,3.31
176.82,3724.91,3.26
176.94,3726.57,3.16
177.07,3728.22,3.19
177.14,3729.15,3.11
177.19,3729.88,3.18
177.26,3730.73,3.16
177.31,3731.37,3.16
177.36,3732.02,3.12
177.38,3732.32,3.15
177.41,3732.67,3.17
177.5,3733.96,3.18
177.55,3734.61,3.37
177.58,3734.96,3.18
177.6,3735.26,3.1
177.65,3735.9,3.3
177.7,3736.55,3.22
177.74,3737.08,3.31
177.75,3737.2,3.27
177.8,3737.84,3.07
177.85,3738.49,3.17
177.9,3739.14,3.31
177.91,3739.32,3.46
177.95,3739.79,3.13
177.99,3740.43,3.13
178.04,3741.08,3.33
178.09,3741.73,3.58
178.14,3742.37,3.44
178.17,3742.75,3.6
178.19,3743.02,3.44
178.24,3743.67,3.38
178.29,3744.32,3.4
178.34,3744.96,3.58
178.36,3745.68,3.45
178.39,3746.58,3.48
178.44,3748.26,3.52
178.48,3749.93,3.44
178.53,3751.61,3.41
178.58,3753.29,3.4
178.63,3754.97,3.37
178.68,3756.64,3.19
178.71,3757.67,3.35
178.73,3758.32,3.34
178.78,3760,3.28
178.83,3761.68,3.28
178.88,3763.35,3.23
178.92,3765.03,3.25
178.96,3766.23,3.3
178.97,3766.71,3.19
179.02,3768.39,3.15
179.07,3770.06,3.2
179.12,3771.74,2.91
179.15,3772.74,3.22
179.17,3773.37,3.04
179.21,3774.8,3.22
179.25,3776.24,3.34
179.29,3777.67,3.29
179.32,3778.56,3.1
179.34,3779.11,3.33
179.38,3780.54,3.11
179.42,3781.98,3.36
179.46,3783.41,3.13
179.49,3784.38,3.24
179.5,3784.85,3.16
179.55,3786.28,3.15
179.59,3787.72,3.29
179.61,3788.49,3.4
179.63,3789.15,3.22
179.67,3790.59,3.26
179.71,3792.02,3.32
179.75,3793.46,3.31
179.78,3794.32,3.48
179.8,3794.89,3.49
179.84,3795.94,3.4
179.88,3796.96,3.35
179.92,3797.98,3.05
179.96,3799,2.91
180.01,3800.02,2.91
180.05,3801.03,3.04
180.09,3802.05,2.86
180.13,3803.07,2.89
180.17,3804.09,2.99
180.22,3805.11,2.99
180.26,3806.13,3.07
180.3,3807.14,2.93
180.34,3808.16,3.06
180.38,3809.18,3.05
180.43,3810.2,3.12
180.47,3811.22,3.1
180.51,3812.24,3.02
180.55,3813.25,2.98
180.59,3814.27,3
180.69,3816.7,3.04
180.72,3817.36,3.18
180.74,3817.92,3.04
180.79,3819.13,3.04
180.84,3820.28,3.06
180.89,3821.49,3.28
180.92,3822.22,3.05
180.94,3822.71,3.48
180.99,3823.92,3.34
181.04,3825.14,3.22
181.07,3825.87,3.47
181.09,3826.35,2.99
181.14,3827.57,3.21
181.19,3828.78,3.19
181.24,3830,3.33
181.29,3831.15,3.22
181.32,3831.85,3.25
181.34,3832.31,2.91
181.39,3833.46,3.2
181.44,3834.62,3.17
181.49,3835.77,3
181.52,3836.46,3.22
181.59,3838.08,3.02
181.64,3839.23,2.87
181.69,3840.38,2.81
181.72,3841.08,3.28
181.74,3841.54,2.76
181.84,3843.85,2.93
181.89,3845,2.98
181.92,3845.69,3.09
181.94,3846.15,2.91
181.99,3847.31,2.94
182.04,3848.46,2.87
182.07,3849.15,3.19
182.09,3849.62,3.06
182.14,3850.77,3.06
182.19,3851.92,2.99
182.24,3853.08,3.09
182.29,3854.23,2.98
182.32,3854.92,3.29
182.34,3855.38,2.85
182.39,3856.54,2.99
182.44,3857.69,3
182.49,3858.85,3.01
182.51,3859.31,3.37
182.54,3860,2.89
182.59,3861.15,3.19
182.64,3862.31,3.16
182.69,3863.46,3.13
182.72,3864.15,3.3
182.74,3864.62,3.22
182.79,3865.77,2.94
182.84,3866.92,3.16
182.89,3868.08,2.83
182.92,3868.77,3.57
182.94,3869.23,3.21
182.99,3870.38,3.22
183.04,3871.54,3.33
183.07,3872.23,3.48
183.09,3872.69,3.29
183.14,3873.85,3.34
183.19,3875,3.43
183.24,3875.9,3.28
183.29,3876.8,3.38
183.32,3877.34,3.23
183.34,3877.7,3.33
183.39,3878.6,3.3
183.44,3879.5,3.06
183.49,3880.4,3.04
183.52,3880.94,3.36
183.54,3881.3,3.22
183.59,3882.2,3.24
183.64,3883.1,3.13
183.74,3884.9,3.13
183.79,3885.8,3.09
183.84,3886.7,3.06
183.89,3887.6,3.15
183.92,3888.14,3.29
183.94,3888.5,3.14
183.99,3889.4,2.68
184.04,3890.3,2.93
184.07,3890.84,3.15
184.09,3891.2,3.1
184.14,3892.1,2.91
184.19,3893,3.15
184.24,3893.9,2.99
184.29,3894.8,3.18
184.32,3895.34,3.13
184.34,3895.7,3
184.39,3896.6,3.17
184.44,3897.5,2.93
184.49,3898.4,3.04
184.52,3898.94,3.19
184.59,3900.2,2.91
184.69,3902,2.99
184.72,3902.54,3.34
184.74,3902.9,2.99
184.79,3903.8,3.06
184.84,3904.7,3.07
184.89,3905.6,3
184.92,3906.14,3.05
184.94,3906.5,3.04
184.99,3907.4,3.14
185.04,3908.3,2.99
185.07,3908.84,3.26
185.09,3909.2,2.97
185.14,3910.1,3.15
185.19,3911,3.08
185.24,3911.9,3.11
185.32,3913.34,3.26
185.34,3913.7,3.17
185.39,3914.6,3.06
185.44,3915.5,3.12
185.52,3916.94,3.3
185.54,3917.3,3.18
185.59,3918.2,3.28
185.64,3919.1,3.15
185.69,3920,3.32
185.72,3920.79,3.48
185.74,3921.32,3
185.79,3922.64,3.14
185.84,3923.96,2.98
185.89,3925.28,2.92
185.92,3926.07,3.26
185.94,3926.6,2.91
185.99,3927.92,2.83
186.04,3929.24,3.02
186.07,3930.04,3.23
186.09,3930.56,2.96
186.14,3931.88,2.91
186.19,3933.2,3.11
186.24,3934.52,3.02
186.29,3935.85,2.96
186.32,3936.64,3.22
186.34,3937.17,3
186.39,3938.49,3.03
186.44,3939.81,2.87
186.49,3941.13,3.01
186.52,3941.92,3.14
186.54,3942.45,2.97
186.55,3942.8,2.94
186.59,3943.77,3.09
186.64,3945.09,3.13
186.65,3945.42,3.14
186.69,3946.41,3
186.7,3946.73,3.02
186.75,3948.03,3.28
186.76,3948.26,2.72
186.8,3949.34,3.1
186.85,3950.65,3.09
186.9,3951.96,3.05
186.92,3952.48,3.27
186.95,3953.26,3.12
187,3954.57,3.02
187.05,3955.88,3.07
187.1,3957.19,2.82
187.16,3958.82,3.17
187.2,3959.8,3.3
187.25,3961.11,3.24
187.3,3962.42,3.08
187.35,3963.72,3.31
187.36,3964.1,3.41
187.4,3965.03,3
187.44,3966.34,3.25
187.49,3967.64,3.01
187.54,3968.95,3.09
187.59,3970.26,3.05
187.64,3971.57,3.22
187.69,3972.87,3.07
187.74,3974.18,3.25
187.75,3974.4,3.27
187.79,3975.49,3.06
187.84,3976.8,3.13
187.89,3978.1,3.21
187.91,3978.63,3.4
187.94,3979.41,3.23
187.99,3980.72,3.26
188.04,3982.03,3.15
188.09,3983.33,3.27
188.14,3984.64,3.36
188.15,3984.96,3.25
188.19,3985.95,3.26
188.24,3987.26,3.31
188.29,3988.56,3.27
188.34,3989.87,3.4
188.35,3990.25,3.58
188.39,3991.18,3.41
188.43,3992.49,3.32
188.48,3993.79,3.44
188.53,3995.08,3.57
188.54,3995.21,3.59
188.58,3996.13,3.34
188.63,3997.19,3.13
188.68,3998.24,3.41
188.73,3999.29,3.29
188.74,3999.47,3.42
188.78,4000.35,3.35
188.83,4001.4,3.4
188.88,4002.45,3.44
188.91,4003.09,3.24
188.93,4003.51,3.25
188.98,4004.56,3.25
189.03,4005.61,3.2
189.08,4006.67,3.33
189.11,4007.34,3.22
189.13,4007.72,3.17
189.18,4008.77,3.13
189.23,4009.83,3.16
189.28,4010.88,3.03
189.33,4011.93,3.22
189.33,4012.02,3.28
189.38,4012.99,3.22
189.42,4014.04,3.21
189.47,4015.09,3.02
189.52,4016.14,3.21
189.53,4016.26,3.21
189.57,4017.18,3.23
189.62,4018.22,3.34
189.67,4019.26,3.34
189.72,4020.31,3.24
189.73,4020.47,2.98
189.82,4022.39,3.07
189.87,4023.43,3.14
189.89,4023.84,3.16
189.92,4024.47,3.32
190.02,4026.56,3.27
190.07,4027.6,3.16
190.12,4028.64,3.23
190.13,4028.89,3.3
190.17,4029.69,3.32
190.22,4030.73,3.29
190.27,4031.77,3.43
190.32,4032.81,3.19
190.32,4032.89,3.65
190.37,4033.85,3.27
190.42,4034.9,3.44
190.46,4035.94,3.52
190.51,4036.98,3.28
190.52,4037.11,3.43
190.56,4038.02,3.2
190.61,4039.07,2.85
190.66,4040.11,3.57
190.71,4041.15,3.39
190.72,4041.32,3.23
190.76,4042.19,3.29
190.86,4044.28,3.31
190.89,4044.89,3.37
190.91,4045.32,3.02
190.96,4046.43,3.27
191.02,4047.57,3.34
191.07,4048.72,3.2
191.13,4049.87,3.15
191.13,4049.95,3.34
191.18,4051.01,3.11
191.24,4052.16,3.12
191.29,4053.31,3.07
191.34,4054.46,3.03
191.35,4054.58,3.23
191.4,4055.6,3.16
191.45,4056.75,3.06
191.51,4057.9,3.01
191.56,4059.05,3.08
191.57,4059.21,3.16
191.62,4060.19,3.15
191.67,4061.34,3.43
191.73,4062.49,3.25
191.83,4064.78,3.21
191.89,4065.93,3.25
191.92,4066.58,3.29
191.94,4067.08,3.04
192,4068.23,3.27
192.05,4069.37,3.33
192.11,4070.52,3.21
192.12,4070.79,3.29
192.27,4073.95,3.28
192.48,4078.37,3.48
192.72,4083.42,3.34
192.92,4087.63,3.24
193.12,4091.84,3.28
193.26,4094.79,3.21
193.48,4099.42,3.17
193.72,4104.47,3.3
193.92,4108.68,3.07
194.12,4112.89,3.23
194.27,4116.05,3.1
194.52,4121.32,3.13
194.72,4125.53,3.38
194.92,4129.74,3.3
195.27,4137.11,3.14
195.49,4141.74,3.21
195.72,4146.58,3.28
195.92,4150.79,3.35
196.12,4155,3.41
196.32,4158.25,3.26
196.47,4160.69,3.29
196.68,4164.1,3.27
196.88,4167.35,2.97
197.12,4171.25,3.23
197.49,4177.26,3.24
197.71,4180.83,3.3
197.72,4180.99,3.18
197.9,4183.92,3.22
198.09,4187,3.25
198.24,4189.44,3.3
198.43,4192.53,3.27
198.69,4196.75,3.35
198.89,4200,3.47
199.09,4204.89,3.09
199.24,4208.56,3.15
199.47,4214.18,3.57
199.82,4222.74,3.33
200.03,4227.88,3.21
200.19,4231.79,3.48
200.41,4237.17,3.31
200.65,4243.04,3.22
200.86,4248.18,3.31
201.06,4253.07,3.11
201.21,4256.74,3.24
201.39,4261.14,3.2
201.6,4266.28,3.16
201.78,4270.68,3.36
201.97,4275.33,3.19
202.23,4281.68,3.23
202.37,4285.11,3.26
202.57,4290,3.32